lat_real,lat_imag,long_real,long_imag
65807.313299,-1.3145040611561853e-13,-134528.675322,-4.014566457044566e-13
-3.1108869877757135,0.38732018305282967,-8.638302919998479,-15.986711353843909
-1.2611079773467933,-1.3825360140532172,0.48308677560294405,3.055689456377066
0.06322081527282339,-0.8168164822102081,-1.948115899516739,-3.190183646307439
0.09567013821751366,-0.9285759466016469,1.9405624573798719,-0.012465165035906653
-0.08280398378028038,-0.35131741188592375,-0.9522875149722398,-1.8506574900089052
-0.1535516537814269,-0.5159692732823579,-0.038718973080395055,-1.2617615025462392
0.18117629150252998,-0.2580241733299565,-0.8657982396546067,-0.3890713678349258
0.03282999366173283,-0.27265287534772464,0.3658598219816294,-0.607281731981346
0.04785680166814699,-0.19231814852435636,0.33971740578962156,-0.7030540157826182
-0.2617042557595275,-0.23644709440827527,-0.020517458293632634,-0.6854200655590732
0.14641103153594637,-0.16145213481968942,0.16774212659552684,-0.9973351064951737
0.026893943325014262,-0.16910447421971225,-0.2584081429013798,-0.36888296730988573
0.01490755769388305,-0.18433594109997825,-0.026209275552627587,-0.6827702232374198
-0.14252296272613418,-0.114036164540537,0.18092237694556332,-0.19219388259033432
0.010119086034457894,-0.2614588395716279,-0.24948317301301426,-0.6822347047546461
0.026590268159346297,-0.04224597236200773,0.19050816742654936,-0.16013294535593395
0.08166809809772366,-0.17545043399838606,-0.26330631472422344,-0.3325690586665965
-0.09367243351723321,-0.10685412648377825,0.22888468078392002,-0.3465997612771243
-0.04230835304345987,-0.164664725738429,-0.12295747423330847,-0.10649172897803698
0.05021144379091,-0.09522390309074719,0.17670127076869205,-0.5394222240409693
0.04901719220832154,-0.1569275902253814,-0.04399303898823049,-0.04950609206907846
-0.05503509728435494,-0.03715370914627585,0.04809031282589847,-0.39525643731386656
-0.026294383644438618,-0.15056158213662352,0.14136132178897381,-0.18791945005924554
-0.03567956462970295,-0.07415900407503642,-0.10168022538838956,-0.4449415643794372
0.053527646721092906,-0.13905715866490256,0.1277664052113814,-0.21724527119174372
0.004518573517357929,-0.04784362363241571,-0.12308560584212742,-0.18376407004681775
-0.05706454149959464,-0.16043454838727483,0.029883977142292427,-0.16555208664847537
0.009282141667379031,-0.030443337265338224,0.04675961313231081,-0.13491661632953256
0.01690573736402596,-0.15254947683102726,0.0354141111852021,-0.27771152923119113
0.032142668863294255,-0.04839105707827003,0.06030260321901447,-0.12548817290022202
-0.02765287265669636,-0.11752278431899207,-0.053356259337538646,-0.11750739751393763
